ticket_id,subject,body,category,priority,sentiment,created_at,customer_tier,channel,text
TKT-5873,[Feature Request] Issue with implement - Ticket #5873,"Help needed: implement not functioning correctly. We need API rate limiting controls for our enterprise use case.

Account ID: ACC-93534",Feature Request,Medium,Neutral,2024-08-22,Pro,Email,"[Feature Request] Issue with implement - Ticket #5873 Help needed: implement not functioning correctly. We need API rate limiting controls for our enterprise use case.

Account ID: ACC-93534"
TKT-5874,[Feature Request] Issue with integration - Ticket #5874,[integration] We need the ability to customize email templates for different user segments. Need immediate attention on this matter.,Feature Request,Low,Positive,2024-04-14,Free,Email,[Feature Request] Issue with integration - Ticket #5874 [integration] We need the ability to customize email templates for different user segments. Need immediate attention on this matter.
TKT-5875,[General Inquiry] Issue with explain - Ticket #5875,Problem Report: explain failure. How do I migrate data from the old system to the new platform? Please escalate if needed.,General Inquiry,Low,Neutral,2024-10-15,Basic,Chat,[General Inquiry] Issue with explain - Ticket #5875 Problem Report: explain failure. How do I migrate data from the old system to the new platform? Please escalate if needed.
TKT-5876,[Service Outage] Issue with emergency maintenance - Ticket #5876,"URGENT: emergency maintenance problem detected. all users. Load balancer is not distributing traffic properly, causing overload. This is affecting our operations.

Account ID: ACC-39344",Service Outage,High,Very Negative,2024-11-29,Enterprise,Email,"[Service Outage] Issue with emergency maintenance - Ticket #5876 URGENT: emergency maintenance problem detected. all users. Load balancer is not distributing traffic properly, causing overload. This is affecting our operations.

Account ID: ACC-39344"
TKT-5877,[Feature Request] Issue with would be nice - Ticket #5877,Help needed: would be nice not functioning correctly. An automated workflow builder would save our team significant time.,Feature Request,Low,Positive,2024-06-17,Pro,Web Portal,[Feature Request] Issue with would be nice - Ticket #5877 Help needed: would be nice not functioning correctly. An automated workflow builder would save our team significant time.
TKT-5878,[Service Outage] Issue with backup - Ticket #5878,"[backup] SLA breach. The CDN is not serving static assets, causing broken pages. Need immediate attention on this matter.",Service Outage,High,Very Negative,2024-10-24,Basic,Chat,"[Service Outage] Issue with backup - Ticket #5878 [backup] SLA breach. The CDN is not serving static assets, causing broken pages. Need immediate attention on this matter."
TKT-5879,[Feature Request] Issue with customize - Ticket #5879,URGENT: customize problem detected. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. This is affecting our operations.,Feature Request,Low,Neutral,2024-03-19,Pro,Email,[Feature Request] Issue with customize - Ticket #5879 URGENT: customize problem detected. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. This is affecting our operations.
TKT-5880,[Service Outage] Issue with partial outage - Ticket #5880,"URGENT: partial outage problem detected. The CDN is not serving static assets, causing broken pages. This is affecting our operations.",Service Outage,High,Very Negative,2024-02-14,Pro,Web Portal,"[Service Outage] Issue with partial outage - Ticket #5880 URGENT: partial outage problem detected. The CDN is not serving static assets, causing broken pages. This is affecting our operations."
TKT-5881,[Account & Access] Issue with account - Ticket #5881,"Dear Support, There was suspicious login activity from an unknown IP address. This involves account. Looking forward to a quick resolution.

Account ID: ACC-88881",Account & Access,Medium,Negative,2024-08-25,Basic,Email,"[Account & Access] Issue with account - Ticket #5881 Dear Support, There was suspicious login activity from an unknown IP address. This involves account. Looking forward to a quick resolution.

Account ID: ACC-88881"
TKT-5882,[Technical Issue] Issue with database - Ticket #5882,"Ticket: database - urgent. The build pipeline fails at the test stage with dependency conflicts. Priority: High due to business impact.
Environment: Production",Technical Issue,High,Negative,2024-09-05,Enterprise,Email,"[Technical Issue] Issue with database - Ticket #5882 Ticket: database - urgent. The build pipeline fails at the test stage with dependency conflicts. Priority: High due to business impact.
Environment: Production"
TKT-5883,[Service Outage] Issue with maintenance - Ticket #5883,"URGENT: maintenance problem detected. Load balancer is not distributing traffic properly, causing overload. This is affecting our operations.",Service Outage,High,Very Negative,2024-02-20,Free,Chat,"[Service Outage] Issue with maintenance - Ticket #5883 URGENT: maintenance problem detected. Load balancer is not distributing traffic properly, causing overload. This is affecting our operations."
TKT-5884,[Technical Issue] Issue with 404 - Ticket #5884,"Hi support team, I'm experiencing an issue with 404. urgent. Users are reporting that the page loads extremely slowly, taking over 30 seconds. Please help resolve this as soon as possible.",Technical Issue,High,Negative,2024-09-22,Free,Web Portal,"[Technical Issue] Issue with 404 - Ticket #5884 Hi support team, I'm experiencing an issue with 404. urgent. Users are reporting that the page loads extremely slowly, taking over 30 seconds. Please help resolve this as soon as possible."
TKT-5885,[Account & Access] Issue with account - Ticket #5885,[account] My 2FA device was lost and I cannot access my account. Need immediate attention on this matter.,Account & Access,High,Negative,2024-12-02,Basic,Chat,[Account & Access] Issue with account - Ticket #5885 [account] My 2FA device was lost and I cannot access my account. Need immediate attention on this matter.
TKT-5886,[Billing & Payments] Issue with overcharged - Ticket #5886,Ticket: overcharged - We need a refund for the unused portion of our annual subscription. Priority: High due to business impact.,Billing & Payments,Low,Neutral,2024-09-10,Pro,Chat,[Billing & Payments] Issue with overcharged - Ticket #5886 Ticket: overcharged - We need a refund for the unused portion of our annual subscription. Priority: High due to business impact.
TKT-5887,[Technical Issue] Issue with exception - Ticket #5887,"Dear Support, The application throws a 500 Internal Server Error when trying to save data. This involves exception. Looking forward to a quick resolution.
Environment: Staging",Technical Issue,Low,Positive,2024-11-18,Enterprise,Phone,"[Technical Issue] Issue with exception - Ticket #5887 Dear Support, The application throws a 500 Internal Server Error when trying to save data. This involves exception. Looking forward to a quick resolution.
Environment: Staging"
TKT-5888,[Billing & Payments] Issue with subscription - Ticket #5888,"Dear Support, The automatic renewal failed and our service was suspended without warning. This involves subscription. Looking forward to a quick resolution.

Account ID: ACC-82952",Billing & Payments,Medium,Neutral,2024-08-30,Free,Web Portal,"[Billing & Payments] Issue with subscription - Ticket #5888 Dear Support, The automatic renewal failed and our service was suspended without warning. This involves subscription. Looking forward to a quick resolution.

Account ID: ACC-82952"
TKT-5889,[Billing & Payments] Issue with downgrade - Ticket #5889,"Hello, I need assistance with downgrade. We need a refund for the unused portion of our annual subscription. Can someone look into this?",Billing & Payments,Low,Neutral,2024-02-07,Pro,Web Portal,"[Billing & Payments] Issue with downgrade - Ticket #5889 Hello, I need assistance with downgrade. We need a refund for the unused portion of our annual subscription. Can someone look into this?"
TKT-5890,[Billing & Payments] Issue with trial - Ticket #5890,"Hello, I need assistance with trial. The trial period ended early and we were charged before confirmation. Can someone look into this?

Account ID: ACC-29832
Environment: Production",Billing & Payments,High,Negative,2024-10-07,Pro,Web Portal,"[Billing & Payments] Issue with trial - Ticket #5890 Hello, I need assistance with trial. The trial period ended early and we were charged before confirmation. Can someone look into this?

Account ID: ACC-29832
Environment: Production"
TKT-5891,[Account & Access] Issue with MFA - Ticket #5891,"Hi there, I need admin access to manage team permissions but currently have viewer role. The issue is related to MFA. Thanks for your help.",Account & Access,Medium,Negative,2024-07-25,Enterprise,Email,"[Account & Access] Issue with MFA - Ticket #5891 Hi there, I need admin access to manage team permissions but currently have viewer role. The issue is related to MFA. Thanks for your help."
TKT-5892,[General Inquiry] Issue with clarify - Ticket #5892,Ticket: clarify - meeting. How do I migrate data from the old system to the new platform? Priority: High due to business impact.,General Inquiry,High,Negative,2024-05-08,Free,Phone,[General Inquiry] Issue with clarify - Ticket #5892 Ticket: clarify - meeting. How do I migrate data from the old system to the new platform? Priority: High due to business impact.
TKT-5893,[Service Outage] Issue with down - Ticket #5893,"Help needed: down not functioning correctly. Scheduled maintenance is running 3 hours over the announced window.

Account ID: ACC-64182",Service Outage,High,Negative,2024-09-14,Enterprise,Email,"[Service Outage] Issue with down - Ticket #5893 Help needed: down not functioning correctly. Scheduled maintenance is running 3 hours over the announced window.

Account ID: ACC-64182"
TKT-5894,[General Inquiry] Issue with help - Ticket #5894,"[help] What are the best practices for organizing projects in the platform? Need immediate attention on this matter.

Account ID: ACC-83641
Environment: Staging",General Inquiry,Low,Neutral,2024-09-10,Free,Web Portal,"[General Inquiry] Issue with help - Ticket #5894 [help] What are the best practices for organizing projects in the platform? Need immediate attention on this matter.

Account ID: ACC-83641
Environment: Staging"
TKT-5895,[Account & Access] Issue with reset - Ticket #5895,"URGENT: reset problem detected. New team members cannot be invited - getting 'permission denied' error. This is affecting our operations.
Environment: Staging",Account & Access,High,Negative,2024-07-07,Enterprise,Web Portal,"[Account & Access] Issue with reset - Ticket #5895 URGENT: reset problem detected. New team members cannot be invited - getting 'permission denied' error. This is affecting our operations.
Environment: Staging"
TKT-5896,[Service Outage] Issue with maintenance - Ticket #5896,"Ticket: maintenance - SLA breach. The payment processing service is returning errors for all transactions. Priority: High due to business impact.
Environment: Development",Service Outage,High,Negative,2024-07-31,Enterprise,Email,"[Service Outage] Issue with maintenance - Ticket #5896 Ticket: maintenance - SLA breach. The payment processing service is returning errors for all transactions. Priority: High due to business impact.
Environment: Development"
TKT-5897,[General Inquiry] Issue with documentation - Ticket #5897,"Hello, I need assistance with documentation. Where can I find the API documentation for the latest version? Can someone look into this?",General Inquiry,Low,Neutral,2024-10-26,Basic,Email,"[General Inquiry] Issue with documentation - Ticket #5897 Hello, I need assistance with documentation. Where can I find the API documentation for the latest version? Can someone look into this?"
TKT-5898,[Feature Request] Issue with customize - Ticket #5898,"Dear Support, We need API rate limiting controls for our enterprise use case. This involves customize. Looking forward to a quick resolution.
Environment: Staging",Feature Request,Low,Neutral,2024-12-28,Enterprise,Email,"[Feature Request] Issue with customize - Ticket #5898 Dear Support, We need API rate limiting controls for our enterprise use case. This involves customize. Looking forward to a quick resolution.
Environment: Staging"
TKT-5899,[Feature Request] Issue with configure - Ticket #5899,"Dear Support, An automated workflow builder would save our team significant time. This involves configure. Looking forward to a quick resolution.

Account ID: ACC-74388",Feature Request,Low,Positive,2024-04-05,Free,Web Portal,"[Feature Request] Issue with configure - Ticket #5899 Dear Support, An automated workflow builder would save our team significant time. This involves configure. Looking forward to a quick resolution.

Account ID: ACC-74388"
TKT-5900,[Account & Access] Issue with reset - Ticket #5900,URGENT: reset problem detected. My 2FA device was lost and I cannot access my account. This is affecting our operations.,Account & Access,High,Very Negative,2024-10-29,Free,Web Portal,[Account & Access] Issue with reset - Ticket #5900 URGENT: reset problem detected. My 2FA device was lost and I cannot access my account. This is affecting our operations.
TKT-5901,[Billing & Payments] Issue with credit card - Ticket #5901,"Hi support team, I'm experiencing an issue with credit card. The discount code NEWYEAR50 was not applied to our recent purchase. Please help resolve this as soon as possible.",Billing & Payments,Low,Neutral,2024-03-26,Pro,Web Portal,"[Billing & Payments] Issue with credit card - Ticket #5901 Hi support team, I'm experiencing an issue with credit card. The discount code NEWYEAR50 was not applied to our recent purchase. Please help resolve this as soon as possible."
TKT-5902,[Feature Request] Issue with feature - Ticket #5902,Help needed: feature not functioning correctly. We need API rate limiting controls for our enterprise use case.,Feature Request,Low,Positive,2024-01-19,Pro,Web Portal,[Feature Request] Issue with feature - Ticket #5902 Help needed: feature not functioning correctly. We need API rate limiting controls for our enterprise use case.
TKT-5903,[Service Outage] Issue with downtime - Ticket #5903,"Problem Report: downtime failure. SLA breach. Scheduled maintenance is running 3 hours over the announced window. Please escalate if needed.

Account ID: ACC-10766",Service Outage,High,Very Negative,2024-12-22,Basic,Chat,"[Service Outage] Issue with downtime - Ticket #5903 Problem Report: downtime failure. SLA breach. Scheduled maintenance is running 3 hours over the announced window. Please escalate if needed.

Account ID: ACC-10766"
TKT-5904,[Account & Access] Issue with suspicious activity - Ticket #5904,"Dear Support, OAuth token expired and re-authentication loop keeps failing. This involves suspicious activity. Looking forward to a quick resolution.
Environment: Staging",Account & Access,High,Negative,2024-03-23,Pro,Web Portal,"[Account & Access] Issue with suspicious activity - Ticket #5904 Dear Support, OAuth token expired and re-authentication loop keeps failing. This involves suspicious activity. Looking forward to a quick resolution.
Environment: Staging"
TKT-5905,[Technical Issue] Issue with freeze - Ticket #5905,"Hello, I need assistance with freeze. Mobile app crashes immediately upon opening on iOS devices. Can someone look into this?",Technical Issue,High,Very Negative,2024-10-29,Enterprise,Chat,"[Technical Issue] Issue with freeze - Ticket #5905 Hello, I need assistance with freeze. Mobile app crashes immediately upon opening on iOS devices. Can someone look into this?"
TKT-5906,[Billing & Payments] Issue with credit card - Ticket #5906,"Ticket: credit card - We need a refund for the unused portion of our annual subscription. Priority: High due to business impact.

Account ID: ACC-56212",Billing & Payments,Medium,Neutral,2024-09-12,Free,Chat,"[Billing & Payments] Issue with credit card - Ticket #5906 Ticket: credit card - We need a refund for the unused portion of our annual subscription. Priority: High due to business impact.

Account ID: ACC-56212"
TKT-5907,[Feature Request] Issue with customize - Ticket #5907,"URGENT: customize problem detected. Could you add integration with Slack for real-time notifications? This is affecting our operations.

Account ID: ACC-73396",Feature Request,Low,Positive,2024-12-22,Basic,Email,"[Feature Request] Issue with customize - Ticket #5907 URGENT: customize problem detected. Could you add integration with Slack for real-time notifications? This is affecting our operations.

Account ID: ACC-73396"
TKT-5908,[Technical Issue] Issue with broken - Ticket #5908,"Hello, I need assistance with broken. After the latest deployment, the login functionality is completely broken. Can someone look into this?",Technical Issue,Medium,Neutral,2024-08-03,Basic,Chat,"[Technical Issue] Issue with broken - Ticket #5908 Hello, I need assistance with broken. After the latest deployment, the login functionality is completely broken. Can someone look into this?"
TKT-5909,[General Inquiry] Issue with onboarding - Ticket #5909,[onboarding] What are the best practices for organizing projects in the platform? Need immediate attention on this matter.,General Inquiry,Low,Positive,2024-02-03,Free,Chat,[General Inquiry] Issue with onboarding - Ticket #5909 [onboarding] What are the best practices for organizing projects in the platform? Need immediate attention on this matter.
TKT-5910,[Billing & Payments] Issue with duplicate charge - Ticket #5910,"Problem Report: duplicate charge failure. Our billing address needs to be updated but the system won't save changes. Please escalate if needed.

Account ID: ACC-78154",Billing & Payments,High,Negative,2024-11-28,Free,Email,"[Billing & Payments] Issue with duplicate charge - Ticket #5910 Problem Report: duplicate charge failure. Our billing address needs to be updated but the system won't save changes. Please escalate if needed.

Account ID: ACC-78154"
TKT-5911,[Billing & Payments] Issue with charge - Ticket #5911,"Hi support team, I'm experiencing an issue with charge. The trial period ended early and we were charged before confirmation. Please help resolve this as soon as possible.
Environment: Production",Billing & Payments,Medium,Negative,2024-12-13,Pro,Email,"[Billing & Payments] Issue with charge - Ticket #5911 Hi support team, I'm experiencing an issue with charge. The trial period ended early and we were charged before confirmation. Please help resolve this as soon as possible.
Environment: Production"
TKT-5912,[Service Outage] Issue with maintenance - Ticket #5912,"Hi support team, I'm experiencing an issue with maintenance. SLA breach. File storage service is intermittently unavailable. Please help resolve this as soon as possible.

Account ID: ACC-95327",Service Outage,High,Very Negative,2024-02-20,Pro,Chat,"[Service Outage] Issue with maintenance - Ticket #5912 Hi support team, I'm experiencing an issue with maintenance. SLA breach. File storage service is intermittently unavailable. Please help resolve this as soon as possible.

Account ID: ACC-95327"
TKT-5913,[Service Outage] Issue with intermittent - Ticket #5913,URGENT: intermittent problem detected. The entire platform is down - all users are getting 503 errors. This is affecting our operations.,Service Outage,High,Negative,2024-02-02,Pro,Web Portal,[Service Outage] Issue with intermittent - Ticket #5913 URGENT: intermittent problem detected. The entire platform is down - all users are getting 503 errors. This is affecting our operations.
TKT-5914,[Billing & Payments] Issue with plan - Ticket #5914,URGENT: plan problem detected. The trial period ended early and we were charged before confirmation. This is affecting our operations.,Billing & Payments,Low,Neutral,2024-07-15,Basic,Chat,[Billing & Payments] Issue with plan - Ticket #5914 URGENT: plan problem detected. The trial period ended early and we were charged before confirmation. This is affecting our operations.
TKT-5915,[Account & Access] Issue with 2FA - Ticket #5915,[2FA] My 2FA device was lost and I cannot access my account. Need immediate attention on this matter.,Account & Access,Low,Neutral,2024-07-28,Pro,Web Portal,[Account & Access] Issue with 2FA - Ticket #5915 [2FA] My 2FA device was lost and I cannot access my account. Need immediate attention on this matter.
TKT-5916,[Billing & Payments] Issue with downgrade - Ticket #5916,"Dear Support, The trial period ended early and we were charged before confirmation. This involves downgrade. Looking forward to a quick resolution.",Billing & Payments,Low,Neutral,2024-05-30,Free,Web Portal,"[Billing & Payments] Issue with downgrade - Ticket #5916 Dear Support, The trial period ended early and we were charged before confirmation. This involves downgrade. Looking forward to a quick resolution."
TKT-5917,[Account & Access] Issue with suspicious activity - Ticket #5917,"Incident: suspicious activity - I cannot log in with my credentials - it says 'Invalid username or password'. Impact: Multiple users affected.

Account ID: ACC-12524
Environment: Production",Account & Access,Low,Neutral,2024-08-18,Pro,Chat,"[Account & Access] Issue with suspicious activity - Ticket #5917 Incident: suspicious activity - I cannot log in with my credentials - it says 'Invalid username or password'. Impact: Multiple users affected.

Account ID: ACC-12524
Environment: Production"
TKT-5918,[General Inquiry] Issue with configuration - Ticket #5918,"Hi there, What are the best practices for organizing projects in the platform? The issue is related to configuration. Thanks for your help.",General Inquiry,Low,Positive,2024-10-09,Basic,Email,"[General Inquiry] Issue with configuration - Ticket #5918 Hi there, What are the best practices for organizing projects in the platform? The issue is related to configuration. Thanks for your help."
TKT-5919,[Technical Issue] Issue with broken - Ticket #5919,"Dear Support, revenue impact. Third-party integration with payment gateway is returning invalid responses. This involves broken. Looking forward to a quick resolution.",Technical Issue,High,Negative,2024-01-23,Basic,Web Portal,"[Technical Issue] Issue with broken - Ticket #5919 Dear Support, revenue impact. Third-party integration with payment gateway is returning invalid responses. This involves broken. Looking forward to a quick resolution."
TKT-5920,[Billing & Payments] Issue with charge - Ticket #5920,"Hi support team, I'm experiencing an issue with charge. The trial period ended early and we were charged before confirmation. Please help resolve this as soon as possible.

Account ID: ACC-28566",Billing & Payments,High,Negative,2024-06-30,Free,Email,"[Billing & Payments] Issue with charge - Ticket #5920 Hi support team, I'm experiencing an issue with charge. The trial period ended early and we were charged before confirmation. Please help resolve this as soon as possible.

Account ID: ACC-28566"
TKT-5921,[Account & Access] Issue with suspicious activity - Ticket #5921,"URGENT: suspicious activity problem detected. OAuth token expired and re-authentication loop keeps failing. This is affecting our operations.

Account ID: ACC-81999",Account & Access,Medium,Neutral,2024-03-20,Pro,Web Portal,"[Account & Access] Issue with suspicious activity - Ticket #5921 URGENT: suspicious activity problem detected. OAuth token expired and re-authentication loop keeps failing. This is affecting our operations.

Account ID: ACC-81999"
TKT-5922,[General Inquiry] Issue with update - Ticket #5922,"Help needed: update not functioning correctly. Is there a training session available for new administrators?

Account ID: ACC-93660
Environment: Staging",General Inquiry,Low,Positive,2024-06-10,Pro,Chat,"[General Inquiry] Issue with update - Ticket #5922 Help needed: update not functioning correctly. Is there a training session available for new administrators?

Account ID: ACC-93660
Environment: Staging"
TKT-5923,[Feature Request] Issue with automation - Ticket #5923,Problem Report: automation failure. We need the ability to customize email templates for different user segments. Please escalate if needed.,Feature Request,Low,Neutral,2024-09-02,Basic,Email,[Feature Request] Issue with automation - Ticket #5923 Problem Report: automation failure. We need the ability to customize email templates for different user segments. Please escalate if needed.
TKT-5924,[Feature Request] Issue with report - Ticket #5924,Incident: report - competitor has. A dark mode option would greatly improve user experience. Impact: Multiple users affected.,Feature Request,High,Negative,2024-11-05,Basic,Email,[Feature Request] Issue with report - Ticket #5924 Incident: report - competitor has. A dark mode option would greatly improve user experience. Impact: Multiple users affected.
TKT-5925,[Service Outage] Issue with system offline - Ticket #5925,URGENT: system offline problem detected. The entire platform is down - all users are getting 503 errors. This is affecting our operations.,Service Outage,Low,Neutral,2024-12-16,Free,Email,[Service Outage] Issue with system offline - Ticket #5925 URGENT: system offline problem detected. The entire platform is down - all users are getting 503 errors. This is affecting our operations.
TKT-5926,[Account & Access] Issue with OAuth - Ticket #5926,Incident: OAuth - cannot access. Account shows 'suspended' status but subscription is active. Impact: Multiple users affected.,Account & Access,High,Negative,2024-02-06,Basic,Chat,[Account & Access] Issue with OAuth - Ticket #5926 Incident: OAuth - cannot access. Account shows 'suspended' status but subscription is active. Impact: Multiple users affected.
TKT-5927,[Technical Issue] Issue with broken - Ticket #5927,"Hi support team, I'm experiencing an issue with broken. urgent. The API endpoint /api/v2/users returns a timeout error intermittently. Please help resolve this as soon as possible.
Environment: Development",Technical Issue,High,Very Negative,2024-07-07,Basic,Web Portal,"[Technical Issue] Issue with broken - Ticket #5927 Hi support team, I'm experiencing an issue with broken. urgent. The API endpoint /api/v2/users returns a timeout error intermittently. Please help resolve this as soon as possible.
Environment: Development"
TKT-5928,[Technical Issue] Issue with exception - Ticket #5928,"Hi support team, I'm experiencing an issue with exception. The API endpoint /api/v2/users returns a timeout error intermittently. Please help resolve this as soon as possible.",Technical Issue,Low,Positive,2024-02-05,Enterprise,Chat,"[Technical Issue] Issue with exception - Ticket #5928 Hi support team, I'm experiencing an issue with exception. The API endpoint /api/v2/users returns a timeout error intermittently. Please help resolve this as soon as possible."
TKT-5929,[Feature Request] Issue with integration - Ticket #5929,"Hi support team, I'm experiencing an issue with integration. An automated workflow builder would save our team significant time. Please help resolve this as soon as possible.

Account ID: ACC-27506",Feature Request,Medium,Neutral,2024-07-31,Pro,Phone,"[Feature Request] Issue with integration - Ticket #5929 Hi support team, I'm experiencing an issue with integration. An automated workflow builder would save our team significant time. Please help resolve this as soon as possible.

Account ID: ACC-27506"
TKT-5930,[Billing & Payments] Issue with downgrade - Ticket #5930,"Ticket: downgrade - money deducted. The trial period ended early and we were charged before confirmation. Priority: High due to business impact.

Account ID: ACC-93088",Billing & Payments,High,Very Negative,2024-02-10,Free,Email,"[Billing & Payments] Issue with downgrade - Ticket #5930 Ticket: downgrade - money deducted. The trial period ended early and we were charged before confirmation. Priority: High due to business impact.

Account ID: ACC-93088"
TKT-5931,[Account & Access] Issue with hack - Ticket #5931,"Hi there, My account was locked after three failed login attempts. The issue is related to hack. Thanks for your help.

Account ID: ACC-70659",Account & Access,Medium,Neutral,2024-06-04,Basic,Chat,"[Account & Access] Issue with hack - Ticket #5931 Hi there, My account was locked after three failed login attempts. The issue is related to hack. Thanks for your help.

Account ID: ACC-70659"
TKT-5932,[Billing & Payments] Issue with credit card - Ticket #5932,Problem Report: credit card failure. wrong charge. The automatic renewal failed and our service was suspended without warning. Please escalate if needed.,Billing & Payments,High,Negative,2024-04-25,Basic,Chat,[Billing & Payments] Issue with credit card - Ticket #5932 Problem Report: credit card failure. wrong charge. The automatic renewal failed and our service was suspended without warning. Please escalate if needed.
TKT-5933,[Technical Issue] Issue with build failed - Ticket #5933,Ticket: build failed - The application throws a 500 Internal Server Error when trying to save data. Priority: High due to business impact.,Technical Issue,High,Very Negative,2024-01-17,Free,Chat,[Technical Issue] Issue with build failed - Ticket #5933 Ticket: build failed - The application throws a 500 Internal Server Error when trying to save data. Priority: High due to business impact.
TKT-5934,[Feature Request] Issue with automation - Ticket #5934,Ticket: automation - It would be helpful to have a bulk export feature for monthly reports. Priority: High due to business impact.,Feature Request,Low,Positive,2024-03-02,Free,Chat,[Feature Request] Issue with automation - Ticket #5934 Ticket: automation - It would be helpful to have a bulk export feature for monthly reports. Priority: High due to business impact.
TKT-5935,[Service Outage] Issue with intermittent - Ticket #5935,"Dear Support, all users. The CDN is not serving static assets, causing broken pages. This involves intermittent. Looking forward to a quick resolution.",Service Outage,High,Negative,2024-11-14,Free,Web Portal,"[Service Outage] Issue with intermittent - Ticket #5935 Dear Support, all users. The CDN is not serving static assets, causing broken pages. This involves intermittent. Looking forward to a quick resolution."
TKT-5936,[Feature Request] Issue with suggestion - Ticket #5936,"Hi support team, I'm experiencing an issue with suggestion. An automated workflow builder would save our team significant time. Please help resolve this as soon as possible.",Feature Request,Low,Positive,2024-05-22,Basic,Web Portal,"[Feature Request] Issue with suggestion - Ticket #5936 Hi support team, I'm experiencing an issue with suggestion. An automated workflow builder would save our team significant time. Please help resolve this as soon as possible."
TKT-5937,[Service Outage] Issue with degraded - Ticket #5937,"Hi support team, I'm experiencing an issue with degraded. File storage service is intermittently unavailable. Please help resolve this as soon as possible.

Account ID: ACC-99394
Environment: Development",Service Outage,High,Negative,2024-11-13,Enterprise,Web Portal,"[Service Outage] Issue with degraded - Ticket #5937 Hi support team, I'm experiencing an issue with degraded. File storage service is intermittently unavailable. Please help resolve this as soon as possible.

Account ID: ACC-99394
Environment: Development"
TKT-5938,[Account & Access] Issue with role - Ticket #5938,URGENT: role problem detected. I cannot log in with my credentials - it says 'Invalid username or password'. This is affecting our operations.,Account & Access,Medium,Negative,2024-08-04,Enterprise,Web Portal,[Account & Access] Issue with role - Ticket #5938 URGENT: role problem detected. I cannot log in with my credentials - it says 'Invalid username or password'. This is affecting our operations.
TKT-5939,[Service Outage] Issue with recovery - Ticket #5939,"Ticket: recovery - all users. Our production environment is completely unavailable since 2 AM. Priority: High due to business impact.
Environment: Production",Service Outage,High,Negative,2024-08-05,Basic,Chat,"[Service Outage] Issue with recovery - Ticket #5939 Ticket: recovery - all users. Our production environment is completely unavailable since 2 AM. Priority: High due to business impact.
Environment: Production"
TKT-5940,[Billing & Payments] Issue with pricing - Ticket #5940,"Incident: pricing - The payment gateway rejected our card despite sufficient funds. Impact: Multiple users affected.
Environment: Staging",Billing & Payments,Medium,Negative,2024-04-30,Free,Email,"[Billing & Payments] Issue with pricing - Ticket #5940 Incident: pricing - The payment gateway rejected our card despite sufficient funds. Impact: Multiple users affected.
Environment: Staging"
TKT-5941,[Billing & Payments] Issue with downgrade - Ticket #5941,Problem Report: downgrade failure. We received an invoice for services we never signed up for. Please escalate if needed.,Billing & Payments,Medium,Neutral,2024-01-01,Basic,Email,[Billing & Payments] Issue with downgrade - Ticket #5941 Problem Report: downgrade failure. We received an invoice for services we never signed up for. Please escalate if needed.
TKT-5942,[Billing & Payments] Issue with renewal - Ticket #5942,"Hi support team, I'm experiencing an issue with renewal. The automatic renewal failed and our service was suspended without warning. Please help resolve this as soon as possible.
Environment: Staging",Billing & Payments,Medium,Neutral,2024-01-11,Basic,Chat,"[Billing & Payments] Issue with renewal - Ticket #5942 Hi support team, I'm experiencing an issue with renewal. The automatic renewal failed and our service was suspended without warning. Please help resolve this as soon as possible.
Environment: Staging"
TKT-5943,[Service Outage] Issue with unavailable - Ticket #5943,"Problem Report: unavailable failure. The CDN is not serving static assets, causing broken pages. Please escalate if needed.
Environment: Production",Service Outage,Medium,Neutral,2024-02-08,Pro,Web Portal,"[Service Outage] Issue with unavailable - Ticket #5943 Problem Report: unavailable failure. The CDN is not serving static assets, causing broken pages. Please escalate if needed.
Environment: Production"
TKT-5944,[Billing & Payments] Issue with failed payment - Ticket #5944,"Hi there, Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. The issue is related to failed payment. Thanks for your help.

Account ID: ACC-11130
Environment: Production",Billing & Payments,Medium,Negative,2024-05-03,Basic,Chat,"[Billing & Payments] Issue with failed payment - Ticket #5944 Hi there, Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. The issue is related to failed payment. Thanks for your help.

Account ID: ACC-11130
Environment: Production"
TKT-5945,[Feature Request] Issue with integration - Ticket #5945,URGENT: integration problem detected. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. This is affecting our operations.,Feature Request,Low,Neutral,2024-10-18,Enterprise,Phone,[Feature Request] Issue with integration - Ticket #5945 URGENT: integration problem detected. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. This is affecting our operations.
TKT-5946,[Billing & Payments] Issue with subscription - Ticket #5946,URGENT: subscription problem detected. We need a refund for the unused portion of our annual subscription. This is affecting our operations.,Billing & Payments,Low,Neutral,2024-02-12,Basic,Email,[Billing & Payments] Issue with subscription - Ticket #5946 URGENT: subscription problem detected. We need a refund for the unused portion of our annual subscription. This is affecting our operations.
TKT-5947,[Billing & Payments] Issue with refund - Ticket #5947,"Hello, I need assistance with refund. The discount code NEWYEAR50 was not applied to our recent purchase. Can someone look into this?",Billing & Payments,Medium,Neutral,2024-05-12,Enterprise,Web Portal,"[Billing & Payments] Issue with refund - Ticket #5947 Hello, I need assistance with refund. The discount code NEWYEAR50 was not applied to our recent purchase. Can someone look into this?"
